,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,user_type_cat,duration_trim,duration_time,ride_date,ride_id
4838,4838,17 minutes,81,Berry St at 4th St,10,Washington St at Kearny St,4923,3,1992,Male,27,3,17 ,17,2020-07-26,255431
4839,4839,16 minutes,81,Berry St at 4th St,10,Washington St at Kearny St,4318,1,1990,Male,27,1,16 ,16,2019-12-18,286062
4840,4840,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),357,1,1981,Male,27,1,10 ,10,2015-05-10,418032
4841,4841,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,2864,3,1953,Male,29,3,11 ,11,2020-08-11,454939
4842,4842,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,1308,2,1988,Male,29,2,6 ,6,2017-08-15,378098
4843,4843,12 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5271,3,1989,Male,29,3,12 ,12,2016-03-06,246070
4844,4844,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,3579,3,1968,Male,26,3,7 ,7,2021-01-03,10002
4845,4845,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,2366,2,1979,Male,26,2,9 ,9,2017-06-23,361440
4846,4846,9 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5477,2,1975,Male,27,2,9 ,9,2018-09-30,462907
4847,4847,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5368,2,1977,Male,26,2,9 ,9,2020-04-09,247492
4848,4848,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,1896,2,1991,Male,27,2,8 ,8,2017-07-12,64768
4849,4849,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,2367,2,1984,Male,26,2,9 ,9,2017-02-06,472699
4850,4850,13 minutes,22,Howard St at Beale St,91,Berry St at King St,3661,3,1978,Male,27,3,13 ,13,2022-06-15,411536
4851,4851,4 minutes,3,Powell St BART Station (Market St at 4th St),37,2nd St at Folsom St,4850,2,1970,Male,26,2,4 ,4,2018-09-26,164389
4852,4852,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4966,1,1996,Female,27,1,6 ,6,2020-04-12,88879
4853,4853,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5572,3,1995,Male,26,3,3 ,3,2015-02-12,119042
4854,4854,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5140,3,1986,Male,27,3,5 ,5,2018-11-12,282632
4855,4855,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1684,3,1950,Female,27,3,4 ,4,2020-08-14,322419
4856,4856,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4978,3,1979,Male,29,3,7 ,7,2017-05-14,14744
4857,4857,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1140,2,1947,Male,29,2,4 ,4,2021-09-29,38734
4858,4858,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5359,3,1985,Male,29,3,6 ,6,2015-06-12,46309
4859,4859,1 minutes,81,Berry St at 4th St,81,Berry St at 4th St,3375,3,1985,Male,27,3,1 ,1,2019-01-10,470147
4860,4860,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5065,2,1990,Male,29,2,7 ,7,2020-04-19,341413
4861,4861,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),49,S Park St at 3rd St,62,3,1987,Male,27,3,4 ,4,2018-10-13,218658
4862,4862,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5369,3,1973,Male,27,3,9 ,9,2022-02-02,412462
4863,4863,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2346,2,1979,Male,26,2,1 ,1,2021-08-30,332932
4864,4864,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,2627,2,1971,Male,27,2,8 ,8,2021-07-18,99488
4865,4865,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,172,3,1976,Male,27,3,6 ,6,2019-09-28,289275
4866,4866,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4326,2,1971,Male,29,2,4 ,4,2020-06-14,372172
4867,4867,6 minutes,81,Berry St at 4th St,349,Howard St at Mary St,4799,3,1992,Female,26,3,6 ,6,2015-06-24,487787
4868,4868,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,1116,1,1992,Male,29,1,1 ,1,2019-02-10,247049
4869,4869,12 minutes,81,Berry St at 4th St,22,Howard St at Beale St,3128,2,1978,Male,29,2,12 ,12,2019-11-09,297187
4870,4870,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5353,1,1981,Female,27,1,4 ,4,2022-12-21,241979
4871,4871,12 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5130,1,1983,Male,27,1,12 ,12,2015-06-18,442777
4872,4872,9 minutes,16,Steuart St at Market St,80,Townsend St at 5th St,5495,1,1991,Male,27,1,9 ,9,2018-11-04,468315
4873,4873,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5477,3,1987,Male,26,3,8 ,8,2016-06-15,50027
4874,4874,10 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,5520,1,1990,Female,29,1,10 ,10,2021-11-11,81514
4875,4875,9 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4911,3,1988,Male,27,3,9 ,9,2017-12-05,147746
4876,4876,13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5015,1,1985,Female,29,1,13 ,13,2018-07-05,127524
4877,4877,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4986,2,1988,Male,29,2,10 ,10,2019-04-07,372007
4878,4878,13 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5016,3,1966,Male,26,3,13 ,13,2018-09-13,190559
4879,4879,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5221,3,1989,Female,27,3,8 ,8,2020-12-24,74248
4880,4880,16 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),875,2,1974,Male,29,2,16 ,16,2015-12-01,301458
4881,4881,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4978,3,1990,Male,26,3,9 ,9,2020-12-30,41371
4882,4882,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,5369,1,1987,Male,27,1,2 ,2,2015-06-25,495326
4883,4883,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,5294,2,1987,Male,29,2,5 ,5,2018-10-22,262253
4884,4884,12 minutes,81,Berry St at 4th St,110,17th & Folsom Street Park (17th St at Folsom St),4671,2,1985,Female,26,2,12 ,12,2019-08-23,149854
4885,4885,12 minutes,22,Howard St at Beale St,79,7th St at Brannan St,4774,2,1991,Male,26,2,12 ,12,2016-09-12,152580
4886,4886,4 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,5276,3,1993,Male,27,3,4 ,4,2021-11-08,16367
4887,4887,3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,5526,2,1967,Male,26,2,3 ,3,2018-02-23,347092
4888,4888,5 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4533,2,1981,Male,29,2,5 ,5,2018-07-07,28685
4889,4889,12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2266,3,1990,Female,29,3,12 ,12,2020-10-21,282169
4890,4890,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5462,2,1984,Female,27,2,7 ,7,2021-05-25,248364
4891,4891,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4617,2,1974,Male,26,2,10 ,10,2022-02-15,431022
4892,4892,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3395,2,1974,Male,27,2,8 ,8,2019-11-06,372471
4893,4893,10 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5301,3,1983,Other,26,3,10 ,10,2020-07-24,269918
4894,4894,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2366,3,1985,Male,29,3,11 ,11,2018-12-08,42808
4895,4895,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,4821,1,1980,Male,26,1,9 ,9,2020-05-12,326294
4896,4896,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,1103,2,1986,Female,26,2,6 ,6,2019-07-12,450457
4897,4897,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4641,1,1995,Female,26,1,5 ,5,2017-01-02,113256
4898,4898,10 minutes,81,Berry St at 4th St,363,Salesforce Transit Center (Natoma St at 2nd St),2576,2,1978,Male,26,2,10 ,10,2022-03-24,346930
4899,4899,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,1109,2,1989,Female,27,2,5 ,5,2020-01-27,273743
4900,4900,11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4315,3,1988,Male,26,3,11 ,11,2019-03-26,357237
4901,4901,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5024,2,1981,Female,29,2,6 ,6,2015-11-26,436877
4902,4902,6 minutes,81,Berry St at 4th St,349,Howard St at Mary St,4742,2,1985,Male,29,2,6 ,6,2022-10-08,70833
4903,4903,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4653,2,1987,Male,27,2,6 ,6,2017-12-16,176425
4904,4904,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5533,3,1993,Male,29,3,5 ,5,2021-09-02,308910
4905,4905,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2191,3,1979,Male,27,3,14 ,14,2022-12-25,373272
4906,4906,13 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5374,2,1987,Male,29,2,13 ,13,2015-05-26,297852
4907,4907,4 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,3224,1,1980,Male,26,1,4 ,4,2019-07-30,279593
4908,4908,6 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,3710,3,1964,Male,27,3,6 ,6,2015-12-06,238485
4909,4909,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,1920,3,1980,Male,27,3,6 ,6,2016-10-12,97849
4910,4910,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3128,3,1978,Female,29,3,12 ,12,2021-06-25,208837
4911,4911,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),3069,2,1966,Male,27,2,13 ,13,2017-08-28,172633
4912,4912,11 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4751,2,1986,Male,29,2,11 ,11,2015-04-08,81886
4913,4913,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4533,2,1986,Male,29,2,10 ,10,2020-11-26,486951
4914,4914,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2711,1,1984,Male,29,1,7 ,7,2020-02-06,5591
4915,4915,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,4997,1,1986,Female,27,1,15 ,15,2015-07-04,153466
4916,4916,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5484,2,1976,Male,29,2,6 ,6,2018-06-04,50664
4917,4917,24 minutes,16,Steuart St at Market St,99,Folsom St at 15th St,868,2,1980,Male,29,2,24 ,24,2019-06-11,379516
4918,4918,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,901,1,1967,Male,27,1,14 ,14,2020-08-03,44886
4919,4919,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4911,2,1989,Male,29,2,9 ,9,2020-05-22,257128
4920,4920,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5023,2,1982,Male,27,2,9 ,9,2019-03-06,269195
4921,4921,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,3363,2,1987,Male,29,2,11 ,11,2016-09-29,227939
4922,4922,6 minutes,81,Berry St at 4th St,104,4th St at 16th St,4570,1,1989,Female,27,1,6 ,6,2021-05-23,477278
4923,4923,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4986,2,1974,Male,27,2,8 ,8,2015-12-26,40721
4924,4924,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2571,1,1990,Male,26,1,11 ,11,2017-04-07,348029
4925,4925,8 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4994,1,1983,Male,26,1,8 ,8,2021-09-04,129489
4926,4926,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,2165,1,1988,Male,26,1,9 ,9,2016-05-27,205899
4927,4927,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,1515,1,1983,Female,29,1,12 ,12,2021-05-15,126153
4928,4928,5 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4383,1,1994,Male,27,1,5 ,5,2022-06-14,294306
4929,4929,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5281,2,1988,Female,26,2,8 ,8,2018-12-06,424472
4930,4930,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,43,2,1970,Male,27,2,9 ,9,2020-01-12,297595
4931,4931,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4736,2,1971,Male,29,2,5 ,5,2017-12-05,119345
4932,4932,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,2343,3,1990,Male,29,3,8 ,8,2022-08-28,246031
4933,4933,16 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,5000,2,1974,Male,26,2,16 ,16,2017-10-11,239988
4934,4934,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),500,2,1967,Male,29,2,12 ,12,2016-12-30,305190
4935,4935,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5024,3,1996,Male,27,3,8 ,8,2021-12-03,472668
4936,4936,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),1544,2,1987,Male,27,2,11 ,11,2016-10-21,175901
4937,4937,4 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5462,1,1978,Male,29,1,4 ,4,2020-12-02,317002
4938,4938,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,3139,1,1963,Male,29,1,5 ,5,2022-01-25,198758
4939,4939,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),2761,1,1983,Male,29,1,8 ,8,2017-03-08,305015
4940,4940,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5082,2,1968,Male,27,2,12 ,12,2018-07-30,358977
4941,4941,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2086,1,1980,Male,27,1,8 ,8,2018-01-24,184494
4942,4942,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,3048,1,1987,Male,27,1,13 ,13,2019-09-24,339483
4943,4943,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,3388,2,1988,Male,27,2,6 ,6,2018-12-08,490485
4944,4944,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,5380,2,1979,Male,29,2,4 ,4,2015-05-18,303947
4945,4945,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5440,1,1990,Female,26,1,11 ,11,2019-01-14,144290
4946,4946,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),793,2,1971,Male,27,2,9 ,9,2018-10-16,456218
4947,4947,6 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,5521,1,1980,Male,27,1,6 ,6,2018-02-23,128061
4948,4948,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4757,1,1989,Male,29,1,15 ,15,2020-09-24,488651
4949,4949,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,4963,2,1992,Male,27,2,4 ,4,2020-04-27,313853
4950,4950,8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5301,2,1969,Female,27,2,8 ,8,2019-08-20,136262
4951,4951,8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4671,1,1996,Female,29,1,8 ,8,2021-07-01,40923
4952,4952,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,3400,1,1979,Male,27,1,15 ,15,2018-08-18,336319
4953,4953,5 minutes,22,Howard St at Beale St,343,Bryant St at 2nd St,4793,2,1983,Male,26,2,5 ,5,2019-09-25,432859
4954,4954,12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,1896,3,1979,Female,26,3,12 ,12,2017-02-22,126307
4955,4955,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5482,2,1990,Male,26,2,5 ,5,2015-04-21,421503
4956,4956,9 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4852,1,1988,Female,27,1,9 ,9,2018-05-03,378570
4957,4957,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,3355,1,1985,Male,27,1,13 ,13,2021-07-20,413431
4958,4958,11 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4939,2,1988,Male,29,2,11 ,11,2020-07-10,220528
4959,4959,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,2473,2,1974,Male,27,2,11 ,11,2017-08-10,95754
4960,4960,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,4557,3,1951,Male,26,3,14 ,14,2018-08-20,59715
4961,4961,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5300,2,1981,Male,27,2,4 ,4,2015-12-31,27770
4962,4962,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4811,3,1979,Female,29,3,6 ,6,2021-07-24,180853
4963,4963,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,45,2,1994,Male,26,2,10 ,10,2018-03-05,476333
4964,4964,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4586,1,1993,Male,26,1,7 ,7,2016-12-19,108464
4965,4965,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,1850,2,1969,Male,26,2,13 ,13,2019-04-26,178603
4966,4966,5 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4996,1,1981,Male,29,1,5 ,5,2016-04-08,492198
4967,4967,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,2330,2,1989,Male,27,2,5 ,5,2018-10-12,247125
4968,4968,2 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,3579,1,1983,Female,29,1,2 ,2,2015-08-07,24520
4969,4969,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4774,3,1988,Male,27,3,8 ,8,2017-12-30,63138
4970,4970,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,439,1,1979,Male,26,1,6 ,6,2019-01-29,224110
4971,4971,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,2351,1,1996,Male,29,1,13 ,13,2016-09-15,128065
4972,4972,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),1109,1,1995,Male,27,1,8 ,8,2018-08-01,62014
4973,4973,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,2395,1,1958,Male,26,1,6 ,6,2022-01-19,20810
4974,4974,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1535,2,1974,Male,29,2,2 ,2,2017-11-29,157966
4975,4975,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4617,3,1973,Male,27,3,7 ,7,2022-01-10,324940
4976,4976,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5380,2,1990,Female,27,2,11 ,11,2017-07-03,416557
4977,4977,8 minutes,22,Howard St at Beale St,9,Broadway at Battery St,873,2,1959,Male,29,2,8 ,8,2016-08-16,77662
4978,4978,14 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,2960,3,1985,Male,27,3,14 ,14,2015-02-02,118854
4979,4979,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,135,1,1983,Male,26,1,11 ,11,2021-04-13,141753
4980,4980,8 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4994,2,1969,Female,29,2,8 ,8,2021-09-26,174510
4981,4981,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2366,1,1975,Male,27,1,8 ,8,2018-10-21,111565
4982,4982,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,685,3,1979,Male,26,3,7 ,7,2018-12-17,261042
4983,4983,9 minutes,22,Howard St at Beale St,349,Howard St at Mary St,2206,2,1958,Male,26,2,9 ,9,2017-04-22,53613
4984,4984,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,3675,3,1984,Male,27,3,8 ,8,2015-02-11,96281
4985,4985,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5141,2,1980,Female,29,2,6 ,6,2018-02-24,2734
4986,4986,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,4561,1,1967,Male,27,1,10 ,10,2015-07-12,280300
4987,4987,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1353,3,1968,Male,29,3,5 ,5,2017-10-25,114102
4988,4988,13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,1718,2,1956,Male,27,2,13 ,13,2016-06-28,200613
4989,4989,10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,5222,2,1990,Male,29,2,10 ,10,2021-06-18,227316
4990,4990,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4877,2,1991,Male,27,2,5 ,5,2018-10-23,425858
4991,4991,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4821,3,1986,Female,26,3,8 ,8,2022-04-02,171595
4992,4992,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5300,1,1988,Male,29,1,9 ,9,2018-10-03,68941
4993,4993,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5424,2,1972,Male,26,2,9 ,9,2015-03-21,61315
4994,4994,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,3004,3,1982,Male,27,3,7 ,7,2016-07-31,25425
4995,4995,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4383,1,1991,Male,26,1,8 ,8,2016-03-31,158865
4996,4996,45 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,2619,2,1951,Male,29,2,45 ,45,2015-03-16,87987
4997,4997,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,1777,1,1987,Male,29,1,6 ,6,2017-03-09,380753
4998,4998,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4811,3,1982,Female,26,3,8 ,8,2018-06-28,368420
4999,4999,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3128,2,1972,Male,26,2,9 ,9,2018-08-20,285965
5000,5000,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1226,3,1993,Female,29,3,5 ,5,2022-03-18,459470
5001,5001,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2644,2,1978,Male,27,2,12 ,12,2019-11-28,229407
5002,5002,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5276,3,1969,Male,27,3,7 ,7,2016-12-10,55416
5003,5003,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,4372,3,1972,Male,27,3,6 ,6,2020-09-29,201980
5004,5004,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4852,2,1981,Female,26,2,7 ,7,2016-07-02,490239
5005,5005,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5246,2,1988,Male,26,2,7 ,7,2022-09-29,301200
5006,5006,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5305,1,1972,Male,27,1,5 ,5,2015-02-26,193272
5007,5007,17 minutes,3,Powell St BART Station (Market St at 4th St),121,Mission Playground,341,1,1986,Female,26,1,17 ,17,2015-10-23,228854
5008,5008,5 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,1666,1,1975,Male,27,1,5 ,5,2021-11-25,164866
5009,5009,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,2355,1,1995,Male,29,1,5 ,5,2015-10-14,187725
5010,5010,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4793,1,1965,Male,29,1,7 ,7,2017-04-12,317731
5011,5011,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4533,2,1982,Male,26,2,12 ,12,2016-09-15,439469
5012,5012,4 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5373,2,1990,Male,26,2,4 ,4,2018-05-21,480181
5013,5013,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5110,3,1994,Female,27,3,4 ,4,2016-03-14,107437
5014,5014,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,661,1,1982,Male,26,1,1 ,1,2019-07-29,278872
5015,5015,7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5367,3,1976,Male,27,3,7 ,7,2020-07-14,52868
5016,5016,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4315,2,1982,Male,26,2,11 ,11,2020-08-31,1110
